text,label,label_name
tuj khabees ko allah ne nahi beja .tuj ko general bajwa ne election chori kar ke yahoodi agenda pura kia he.,2,Religious Hate
 bhai rw wale troll kar denge rahne de politics😂😂,1,Normal
is sy pehly wo kisi aur ko apny bcho ka papa bnaey .. tum usy apny bacho ki ammi bna doo ..,1,Normal
 apko nahi aaty?,1,Normal
"ohhhhh chalo gashti ki bachi, sab k lory kha k ab lun pr baj rhi ho,",3,Sexism
madam reham khan divorced wife of imran khan. what are ur source of income in ukeu. utni changi hoti tu aaj khatoon e awal hoti.,1,Normal
ye kaun keha ka mp hai kutta hraamjada .gandhi kya eska baap legta tha,0,Abusive/Offensive
ab to aesa scene hota hai kay agr kuch hoa ho tab bhi doston ko yehi kehti hoon sab sahi hai .. :)🥺,1,Normal
"bhenchod saale sab ye gore aadmi log kya samajhte hai apne aap ko bada 'feminism"" bolte hai and then dekh li inki feminism,,, i might have my own problems with bp but they deserve better fans",0,Abusive/Offensive
 has ly has ly jab aap ko ho ga tab main pocho ge 😹,1,Normal
 kafi qadioun ke ghar main bimar ho gaey un ke liye bhi awaz uthao unhain bhi raiha kerwao,1,Normal
apni gandi zaban se jinnah ka nam na ly bharwe,0,Abusive/Offensive
"  insaniyat ko bache rahne do, jis mazhab me janwar ka gala ret ke khushi banti hai, jis mazhab me soorma logo ko 72 virgin ladkiya baati jaati, jo duniya pe kabze ke sapne dekhta ho us mazhab se duuri banane me hi insaniyat ki bhalayi hai.",2,Religious Hate
qadiani ahmedi mirziee kaafir jo hen,2,Religious Hate
"woh masjid bana bhi daiga tow they will say its built by a yahoodi agent, wahan namaz qabool nai hogi🤪",1,Normal
exactly apna aap hi fazool lagta hai phir🥺🙂,1,Normal
 yeh wohi teeka ha jes ki tumhe yaad stta rahi ha...her kisi k teeka per tumhari nazer ha..,1,Normal
apni jaali advocate kee digree sambhaalo bharwe,0,Abusive/Offensive
teri maa ki phudi chur ne mari thi. yahodi tiktok certified zaani curropt bikari nalayaq fasadi jhotey loot maar awaam se kar daily youthia ko chootia bana raha hai.mulk ko tabah kar diya.nawaz sharif ki jooti ke barabar nahi ye laanti sikh yaatri yahodi zaani kuta.shame kanjar,2,Religious Hate
teri baaji ko ab nhi chhorna. kisi sasti gashti k bachay,0,Abusive/Offensive
hae hmara to har din hi eid hota hay...ap se bat kr li aor eid ho gai 😀,1,Normal
hahaha mtlb tujhy b hath lag chuka ha kisi lundy baz ka . kitna khush naseeb ho ga k us ka lunda aj twitter pr bkwas krta ha . bc sala,0,Abusive/Offensive
zulfikar bhutto or benazir other yahodi agents k nakami k baad pesh e khidmat hai israeli liberal billo,2,Religious Hate
farman bhai ap hi kar dain q kay is harami nay jo aj bajwa sir kay baray main bakwas ki hai is harami ki sahi kar kay leni hay,2,Religious Hate
"pakistan ki awam ab utho jahan bhi pakistanion tumko ye chor ghaddar bilawal zardari hijra, fazul rehman pmnl ppp ke koi chor ghaddar milien inko pakar kar maar do kun k pakistan ke judges kud corrupt hain inko relief diegaye phir ye pakistan ko lootne aien gaye, inko awam mar de",3,Sexism
shadeed qisam ka inferiority complex hu raha hi aj pheli bar twitter pe kisi ki tl dekh k.  😟😟😞😞😞😖😖😖 bhut shadeed complex.  like i want to deactivate and never come back.  why so savage and cool yaar?,1,Normal
"ali wazir khanzeer,,tu khud pti k vote se jeeta he",2,Religious Hate
  2 rupye mile na tweet ke?😂,1,Normal
akhrot le aana.. or kashmir ki kalin bhi 😂😂😂,1,Normal
  tra dil nhi chahye bhai tu cleb haa ..  choti profiles py na aya kr 🌚,1,Normal
lahore qalandars psl bhi jeet jaye phir bhi 6th pe he rahay ga.,1,Normal
akhrot gaye ab vicky donor hi madad kar sakega....,1,Normal
han maa chod di hai pora sher ki sub haramio ne mil kr,0,Abusive/Offensive
 to ajao khusboo khuda ki kasam 5month se wait kar raye modi aur indians ko just mu ki bawaseer hy bhonkme walay kutay hyn,0,Abusive/Offensive
pura pura din intzar krwati ho😣,1,Normal
i respect kalam sahab from bottom of my heart and mujhe nahi pata tha ki wo madarse se padhe hain  but insult to wo log kar rahe hain naa jo madarse me sirf hindus ko kaafir bolna sikhte hain.,2,Religious Hate
wasy ek cheze nahi kahi pm ny  pakistani o ghabrana nahi ha,1,Normal
is haftay bht hi ajeeb ajeeb cheezain samny ayee kuch din phly pta chla paras ki b army hh aj pta chla mahira k b faans hai #shehbaazonfire,1,Normal
tere jaise randiyo ki chudai ke liye to ham mard hain yaha pe,3,Sexism
abe godase tera baap tha bol,0,Abusive/Offensive
apny hi hn na😂😂😁 cast b same ha,1,Normal
apko bhi ledongi kya yaad karo gay😂😂,1,Normal
nhi nhii.   ab yaha hii dere dally hain,1,Normal
 us main kon kon hai,1,Normal
  ayr ye gai ball boundary sy bahar😂😂,1,Normal
   abhe bus karo laro mat shodo,1,Normal
 chup karo aap jhoot nahi bolo,1,Normal
 imagine achi hua krti thi laikin aj nhi ho pa raha😅,1,Normal
bandr killa 😂😂😂😂😂,1,Normal
lanati  beshurme,0,Abusive/Offensive
fasla rakain bad mein ap kehty hamri chemistry ni milti,1,Normal
areba randi chinal teri qismat me chudna hi h jesy126 din tera roz rape hoa tha,3,Sexism
party funding case say dhyan hataya hai yahoodi nay aur kuch bhi nahi hai awaam ko gumraah kare walay hain ye aur kuch nahi kar skty,2,Religious Hate
i deserve a date with  in dono mein se hain,1,Normal
bhai mtlb  pr kuch content ni tha is week toh faltu ki baatein utha rhe h   yr ab aese mazaak ni krenge toh kaise krenge bc,4,Profane/Untargeted
"i heard that islamic state of pakistan's reps are calling him a '' kafir ahmadiya"" a non muslim. it is quite contrary to is porkie rants if so.",0,Abusive/Offensive
yogi + modi = harami,2,Religious Hate
rundi baaz hai isi liye yeh harami bhi kamzoor ho gaya hia😜,0,Abusive/Offensive
  mazy hn ap k chalo ab ap pizza or dry fruits bejho,1,Normal
jab tak tumhary jesy khanzeer hukmaran musalmano k hakim rahengy tab aesa he hoga,0,Abusive/Offensive
 ab theek hai maza aya khushi hui daikh kar thand par gai hai😌😂,1,Normal
kitna acha desh chal rha tha humara. aur ab kya ho rha hai. kuch kriye baat kriye aur j sb khtm krein.,1,Normal
rt : han maloom hai apne baap ko mat sikha.,0,Abusive/Offensive
"bhenchod apni lums ki team ka coach hi rakh lain. atleast he has a clear style of play and sticks to it. but get allegri,arteta, mourninho, german coaches anyone at this point honestly. he can't turn this around for sure.",4,Profane/Untargeted
zahir hai jb kuch nhi aayega toh yehi kreingy. telolers maa bhen krnay walay khusray,3,Sexism
main sb becharay randay hain . app b free ho. nikkah kar lo.....,3,Sexism
chl gashti k bchy saaly rundi k gay hind k mu waly fuck you and your tati india bc tum log k pass shochaly bnany k pesy nai bhonkty apny baap p ho kashmir assam khalistan nagaland chatisgarh itny tukry ho g endia k,0,Abusive/Offensive
abey saalay .. maaf karna galti mai idr udr sy nikal jaata hai tweet 😂😂,0,Abusive/Offensive
 😂😂😂😂😂😂 chal ja tujhy maaf kia,1,Normal
yeh sab harami register nashi hein.,2,Religious Hate
plz share list. ager na share ki to tu hoga he kisi kanjeri ka becha,0,Abusive/Offensive
drama seriel teri maa ki phudi mein imran ka lun,0,Abusive/Offensive
foreign funding case hi kafi yahoodi agent ko hange krne k leay,2,Religious Hate
or ap jasy kuty barhy kuty ko sport kr rahy .jo ak yahodi hy,2,Religious Hate
~larkian nya suit pehanany k baad itny hi suroor me hoti han jitna k ik charsi cigarette k do sutay lgany k baad,1,Normal
  ye mat bolo warna aap prty win hai 😁,1,Normal
 jo option ap ny nhi dia. wo jo faisal wavda my aik din program main laya ta.,1,Normal
aap donon aak thali ka 2 camca ham pakistan ko jtna noksan mqm ur msaref na pocaya qom info on ko kabi mad nai kraga mqm mosaref donon ko gadar hi kaha jana caiya pti yahodi ajanton ki loton ki parti ha ya tinon pakistan ko barbad kna wala log han,2,Religious Hate
 please ali  bhai do some things   sy bat kro ik or song bn ny k liye kisi ko ye anthem pasand nhi aya,1,Normal
 sab nalaik log yehi kehty han😀,1,Normal
haey ! kitne paese milay hain tujhay mohsin dawar se bara zor se choda hai aur satisfy kiya hai usne tujhay saali.,3,Sexism
aisi or kis kis ki lund par uchel uchel kar moja lati ghar me.,3,Sexism
"ek musalman hi dusre musalman ko marta hai jha be dekh lo sunni, shiya, ahmadiya, yajadi or na janane kitne hi yai ek dusre ko marte rahte hai hindustan hi aisi jagah hai jha musalmano k 72 firke ek sath rah sakte hai fir be yai yha jihad failane ka kam karte hai",1,Normal
ahm. bohot din apke tweets se mustafeed nhi huwe. ana mubarik ho,1,Normal
maaro sale gaddaron ko chahe hindu ho ya musalman ,0,Abusive/Offensive
 main tu masoom hun 😑 ap jao na 🥺,1,Normal
 ruko me apni larki wali id se tumhen rokta hun😀,1,Normal
"kunal kaamra ek no. ka bhdawa hai, nasal hi bhadwe ki hai",0,Abusive/Offensive
"lord farquad too. bhenchod yaar, brendan roger's leicester outplayed arsenal, radnare me",4,Profane/Untargeted
 comment prh ke lag raha hr jawab na me hoga 😫,1,Normal
aby saalay😂😂😂,0,Abusive/Offensive
rehna tu hai jesa tu thora sa drd dill thora sukoon,1,Normal
har jagah dhamkaa ke le liye bc,4,Profane/Untargeted
main poora nakli hun,1,Normal
rt : parents: aagy kya parhna ha? me: nikkah,1,Normal
 to aur kon hy dkho twitter walon ko b pta chal gya 😂😂,1,Normal
diesl menga fazul rahman ahmaq,0,Abusive/Offensive
"yeh wesy koi bht e zyda ounchi nasal ki randi niqli h wesy , mtlb i can't even imagine koi bughaz or paisy k pechay itna b girr skta h, nehayat e nichly darjay ki baighairat aurat ho, aurat zaat ko b badnaam kea h isny apny wajood sy !! akhh thooo iski zaat pay",3,Sexism
rt : guys vote karo first abhe voting open ha .,1,Normal
hosh mein aakar baay karo shari qawaneen mera rab nay banaya hein in par tabsaroun ki gunjaish mahi pagal aurat,0,Abusive/Offensive
here comes sajjad ali ...   teri marzi nahen chalni bhai 😂   #pslv #pslcomeshome,1,Normal
meiny kaha yad kerwa dun demagh sy akhrot na hou :p,0,Abusive/Offensive
bhenchod ye raat kabhi dhalti hi nahi.,4,Profane/Untargeted
ooo babby allah sa dor choro k sath dana chor do jo gult ha usa gult kaho or jo sai ha usa sahi kro lakeer k fakeer ni bano,1,Normal
  jab mia sab jail thy tu london beth k un k kadyo jasy 2 betoo k khelaf awaz ku nhi uthai k wo pakistan jaa k mill aye..,1,Normal
lagta feb me lahore ka ek chakkar lagne wala hai..,1,Normal
manta hai na ki tera baap hu... jaa beta aakhri maal phuk or so jaa,0,Abusive/Offensive
bhenchod parallel ka matlab samajh ata h?  hadd hogayi bhai. mujhe bhi sharam aa rahi h ab to.,0,Abusive/Offensive
bc chaat le phir iski mc ...tu bhi isi keede ki trha h ..saale tm jaiso ko toh hit se udana chahye,0,Abusive/Offensive
nahi bhole the tumhe 😭❤️,1,Normal
es bc ko apny followers aziz hi na k mulk. #lanati.,0,Abusive/Offensive
apni maa ko bc bolti sharam hi ha tujh ma,0,Abusive/Offensive
 uske jute dena jo tere per main tight aata hai. gift agar bhool jaye to. . .,1,Normal
bohot beghairat exam hai meri parson,4,Profane/Untargeted
"is it called ""charsi tikka"" ? 😂🤣😆",1,Normal
  ap ko dkh rhi un ko ni😒,1,Normal
"chod de bhai, you are trying to defend something that cannot be logically defended.",1,Normal
fuck yes! bhadwi randi bas kro bhenchod!,3,Sexism
mar to jaon bus uska nam btao jispe marna ha 👀😪,1,Normal
rt : ye bhenchod sabse pehli nazar in commentators ki hi lagti hai . #indvsban,4,Profane/Untargeted
"waise madarso mein bahut achhi taaleem di jaati hai tum jihadi hijdo ko, asar dikh rha hai yahan, khud toh khud ki bhen chodte hi ho aur dusro ko bhi bhenchod samajhte ho.",2,Religious Hate
or tum ak randi ho bc. ghasti orut.,3,Sexism
even a 5th grader would wonder that why would #nawazsharif pay a hefty amount in billions to leave #pakistan only for a short duration? but ahmaq khan wouldn’t wonder because this is an nro unless proven otherwise to contain  sent by raw. same raw,0,Abusive/Offensive
 footrest pe khara hna tha 😂,1,Normal
 baat choro ki nahi tazheek ki aur kirdar kashi ki horhi ...apny qaid to apko farishta nazar aty hn....huh,1,Normal
 traffic jam tha me bas pohanch rha hun😀,1,Normal
india ki or moodi ki maa behn ek krni khoob aati h ik ko..  itna to pta chal gya ho ga ab tk..,0,Abusive/Offensive
ab ali bhai ne laiba ki sun li hai ab to wo apney aap kki bhee nhe sunain gy.......😬😬😬😬😬😬,1,Normal
 reply chayea tha mujhy,1,Normal
ary ko bad mn thanks krna.sbse phle khuda ke liye wuhan and xiachan ki city mn mojud pakistani students ko nikalo wahan se.wo bechare bar bar videos bna kr bhek mang rhe hain or tm log sakoon se bethe ho,1,Normal
i m in a relationship with *sorry we can be only friends*....... bahanchod zindagi kharab ho gayiii hai friedzone ke chakkar me  #friendzone #fr_se_kt_gaya,0,Abusive/Offensive
os aurat ka amal boht ghalat tha but humaray mashray mai jo halat hain na os bechari k khandan na kabol karna tha mard to woh harami apna kam kar k os ko chor gaya ab yeh video agar lagana the kesi ko to kam se kam edit kar detay face blur kar letay,1,Normal
jiss daes ki court kachary maen insaf takkun par bikta ho. jiss daes ka qazi mushi bei mujram sae pouch kar likhta ho. uss  daes kae her eik leader per sawal uthana wajib hai. uss daes kae her her hakum ko sulli peh charana lazim hai. faiz ahmed faiz (late),1,Normal
 pubg khelny k liye,1,Normal
ye kamini haramjaadi randi deepika ki us time moving nahi hogi  thuu hai aise intertenmet pe  tayag hai aaj se  desh pehale  thuu hai iske mooh pe,3,Sexism
rt :  qsmt chny baichne gayi hui saali,4,Profane/Untargeted
 allah rhm kry un prbht afsos ha k sb kitny be hiss log hain koi kuch kyun nhi krta wahan k logon k lye insanyt bhi koi cheez hoti ha😭😭,1,Normal
mujhe pata hai g apko aurat ki cheekhe sunke aur josh aata hai isi liye ham maarti hain cheekhe,1,Normal
rt : teen talaq halala aur polygamy kya sahi kya galat?,1,Normal
 bachy k dil.tor dia💔 ab kon jorhy va ish.....,1,Normal
just shut up apne us naahal aur bari bari jhooti barkay marne wale awal no k jhoote buzdil yahoodi agent ik ki karni pak army par dalne ki zaroorat nahi jab koi acha kaam ho to us incompetent ik k khate me daal do aur jo gand woh besharam machaye to army par daal do shame on you,2,Religious Hate
laanat hai bhenchod,0,Abusive/Offensive
"motorbike is a dangerous vehicle ""jeri gadi apni 2 latan tey nai kharo sakdi o kisi hor nu ki chukkay gi"".",1,Normal
11:11  teri duniya meray raba q mujhy hi raas nhi.. dil toota koi joray rahi koi aas nhi..,1,Normal
"sir aapka kutta bhaunk rha hai, please ghr le jaaiye isko.  ",4,Profane/Untargeted
  haa to suar ki baat pe aapka reply kyu aaya?,1,Normal
bandr ke yaar bhi sare bandr,0,Abusive/Offensive
come on brain randi think of something funny please gashti,4,Profane/Untargeted
bhai g izzzaat ka sawaal ha...😜😜😜 kuch din sabaar farmaa laein buss 😂😝,1,Normal
 new song koi b aye pehle aap ko pata chalta😁,1,Normal
"chup bkl, saley halala ki aulaad",2,Religious Hate
 follow back nhi kia tu phir kya unfollow kr den,1,Normal
  for your kind information yahan beth kr bolna asan hota hai mein cheif justice hotey wah g wah to ban jayen na phir cheif justice🙂,1,Normal
   insta par jitne losty girls hai sub kee 3 4 m followers hai leachnaz 2.6m hai to kon c badee bat hai,1,Normal
 aesi kon c sansain leti ho?,1,Normal
mian shahbaz sharif k documents k mutabiq 1970 main un k bap k pas kuch bhi nai tha baht gareeb thy. sir dono mian sahib k nab k satatement parh lain farq samjh a jay ga. mari london to kya pakistan main bhi koi jaidad nai. q k jaidad to sari qatri badshah ki the.😂,1,Normal
"wo bani gala wala. bangla is k kon sa bap ka hai,, wo yahodi lobi nay rahnay k lia dia howa hai",2,Religious Hate
 rishta phir b ni milta ap to jantay hn,1,Normal
 tujy pata nhe kaisi kaisi nzar atte hoge. allah maaf kry bus.,1,Normal
 inko ye nhi pata k duniya ki behtreen intelligence pakistan ki hai....,1,Normal
tu kyu apni maa chudwane aa jati hai... apne mulle ki apne ghar mein rakh ke chudwa le... randi,3,Sexism
mjh dukh hi rah hy pti ko support kr k ein bhenchodo ko ulata latkana chahye tha,0,Abusive/Offensive
yahoodi daboo imran chore zakat khore yahodi agents both are bajwa and imran destroy pakistan ajenda.,2,Religious Hate
 and what about crush,1,Normal
"akhrot is usually termed like woman, hard on the upper surface but soft, sweet inner side.",1,Normal
launda phaans liya randi,3,Sexism
ek s/o  ka b dalna kabhi kabhi axhi twittes krta h 😂😂,1,Normal
abe bharwe tum hindu hi duniya k sub se bara atankwaz ho haramiyon bt krte ho hamare age tumhari country me hindu k elawa koi safe nhi he  tumhari country ka name isi liye  lynchistan he  isi king all the world,2,Religious Hate
kabhi nawaz baap. kabhi zardari baap. kabhi fazlu baap. kabhi manzoor pashteen baap. or ab ya chupkali ki shakal wali maa.  abay teray kitnay baap or maa hai??😂😂😂,0,Abusive/Offensive
 but sir tell me honestly ..koe to aisa medium hona chahye na to discuss politics ?? friends bnany k liye facebook hai na,1,Normal
 fir tu kis hisab se bola ki left wing gandhi ki ideology ko follow kar rahe hai?,1,Normal
"yeah benazir's photos were thrown by pti, fatima jinnah was called pagal aurat by imran khan, imran khan raised questions over marriage of fatima jinnah and last, imran khan issued nonbailable warrant of his pregnant wife, imran khan started this yahoodi sazish tactics.",1,Normal
